TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315972619.6049004,00000000-0000-0000-0000-000000000000,AV,598.6636242409118,811.8414759385253,MIA
315972619.6049004,00000000-0000-0000-0000-000000051661,OTHERS,618.4041712472466,830.2967569990883,MIA
315972619.6049004,00000000-0000-0000-0000-000000051798,OTHERS,582.5024376817516,832.9040738368997,MIA
315972619.6049004,00000000-0000-0000-0000-000000051757,OTHERS,650.2408287544744,829.6197545844301,MIA
315972619.6049004,00000000-0000-0000-0000-000000051599,OTHERS,595.241947337029,881.1235527064363,MIA
315972619.6049004,00000000-0000-0000-0000-000000051806,OTHERS,601.0707158956726,728.4460673126358,MIA
315972619.6049004,00000000-0000-0000-0000-000000051802,OTHERS,596.4519484377489,768.8266859477452,MIA
315972619.6049004,00000000-0000-0000-0000-000000051712,OTHERS,577.970832997266,832.6864919837639,MIA
315972619.6049004,00000000-0000-0000-0000-000000051836,OTHERS,568.8773664361441,832.0963077626344,MIA
315972619.6049004,00000000-0000-0000-0000-000000051701,OTHERS,595.3689856950617,781.1139138648388,MIA
315972619.6049004,00000000-0000-0000-0000-000000051608,OTHERS,603.8606449444316,823.62655654705,MIA
315972619.6049004,00000000-0000-0000-0000-000000051834,OTHERS,661.4186674999618,827.189313530661,MIA
315972619.6049004,00000000-0000-0000-0000-000000051647,OTHERS,611.1877033266353,830.1837728617703,MIA
315972619.6049004,00000000-0000-0000-0000-000000051639,AGENT,602.921009880349,835.52437484476,MIA
315972619.6049004,00000000-0000-0000-0000-000000051632,OTHERS,594.8975190598917,800.444330929858,MIA
315972619.6049004,00000000-0000-0000-0000-000000051629,OTHERS,594.3874734219412,806.6305321727663,MIA
315972619.6049004,00000000-0000-0000-0000-000000051771,OTHERS,595.1347526543585,793.5275794312146,MIA
315972619.6049004,00000000-0000-0000-0000-000000051720,OTHERS,607.7072218597734,827.4634538866983,MIA
315972619.6049004,00000000-0000-0000-0000-000000051571,OTHERS,604.6165205487696,803.2690578526879,MIA
315972619.6049004,00000000-0000-0000-0000-000000051366,OTHERS,595.2989527060562,855.0984026511328,MIA
315972619.6049004,00000000-0000-0000-0000-000000051405,OTHERS,606.2814767695761,759.2871529261736,MIA
315972619.6049004,00000000-0000-0000-0000-000000050943,OTHERS,599.2914197509892,832.7423668416983,MIA
315972619.6049004,00000000-0000-0000-0000-000000050495,OTHERS,602.6387392087048,778.9927298669143,MIA
315972619.6049004,00000000-0000-0000-0000-000000051812,OTHERS,595.680260796176,774.3446548585034,MIA
315972619.70492995,00000000-0000-0000-0000-000000000000,AV,598.6635481089926,810.8369942764537,MIA
315972619.70492995,00000000-0000-0000-0000-000000050495,OTHERS,602.5868782883848,777.7196896601529,MIA
315972619.70492995,00000000-0000-0000-0000-000000051812,OTHERS,595.495326681086,774.4403996304985,MIA
315972619.70492995,00000000-0000-0000-0000-000000050943,OTHERS,599.0918821970854,832.3577214106468,MIA
315972619.70492995,00000000-0000-0000-0000-000000051405,OTHERS,606.2622108859402,758.0428217366949,MIA
315972619.70492995,00000000-0000-0000-0000-000000051366,OTHERS,595.3377672789635,855.8206384270818,MIA
315972619.70492995,00000000-0000-0000-0000-000000051571,OTHERS,604.6346982885951,802.3526773834423,MIA
315972619.70492995,00000000-0000-0000-0000-000000051599,OTHERS,595.241947337029,881.1235527064363,MIA
315972619.70492995,00000000-0000-0000-0000-000000051629,OTHERS,594.3902865004595,806.6308172464813,MIA
315972619.70492995,00000000-0000-0000-0000-000000051720,OTHERS,607.7233365710489,827.6665482284837,MIA
315972619.70492995,00000000-0000-0000-0000-000000051771,OTHERS,595.1482466797402,793.4565275826054,MIA
315972619.70492995,00000000-0000-0000-0000-000000051632,OTHERS,594.8666509628648,800.4307503713452,MIA
315972619.70492995,00000000-0000-0000-0000-000000051639,AGENT,602.9232493823046,834.5931856332624,MIA
315972619.70492995,00000000-0000-0000-0000-000000051806,OTHERS,601.0707158956726,728.4460673126358,MIA
315972619.70492995,00000000-0000-0000-0000-000000051834,OTHERS,661.4186674999618,827.189313530661,MIA
315972619.70492995,00000000-0000-0000-0000-000000051608,OTHERS,603.9097152093442,822.7556859287238,MIA
315972619.70492995,00000000-0000-0000-0000-000000051836,OTHERS,568.8773664361441,832.0963077626344,MIA
315972619.70492995,00000000-0000-0000-0000-000000051712,OTHERS,577.9349065497917,832.6558264059912,MIA
315972619.70492995,00000000-0000-0000-0000-000000051802,OTHERS,596.4410820907821,768.9993237128732,MIA
315972619.70492995,00000000-0000-0000-0000-000000051854,OTHERS,583.4611708842244,820.4546273398782,MIA
315972619.70492995,00000000-0000-0000-0000-000000051798,OTHERS,582.3339900832758,833.015982958694,MIA
315972619.70492995,00000000-0000-0000-0000-000000051661,OTHERS,618.3052484457128,830.3050725398674,MIA
315972619.70492995,00000000-0000-0000-0000-000000051701,OTHERS,595.2635501981578,781.3178030292897,MIA
315972619.70492995,00000000-0000-0000-0000-000000051647,OTHERS,611.0031478043983,830.0694060215338,MIA
315972619.80144536,00000000-0000-0000-0000-000000000000,AV,598.633791676456,809.9165400477162,MIA
315972619.80144536,00000000-0000-0000-0000-000000050495,OTHERS,602.6522976002038,776.4120594595987,MIA
315972619.80144536,00000000-0000-0000-0000-000000051812,OTHERS,595.4324229396092,774.5202625846957,MIA
315972619.80144536,00000000-0000-0000-0000-000000050943,OTHERS,598.8773766015507,831.9411469133804,MIA
315972619.80144536,00000000-0000-0000-0000-000000051405,OTHERS,606.2244769062173,756.7840905671153,MIA
315972619.80144536,00000000-0000-0000-0000-000000051366,OTHERS,595.3488681056269,855.0333277092714,MIA
315972619.80144536,00000000-0000-0000-0000-000000051571,OTHERS,604.6892888583749,801.3298548073973,MIA
315972619.80144536,00000000-0000-0000-0000-000000051629,OTHERS,594.306516137879,806.3236427631766,MIA
315972619.80144536,00000000-0000-0000-0000-000000051720,OTHERS,607.7966754155873,827.9513039320442,MIA
315972619.80144536,00000000-0000-0000-0000-000000051771,OTHERS,595.1087786301746,793.4296621190925,MIA
315972619.80144536,00000000-0000-0000-0000-000000051632,OTHERS,594.8855340837339,800.4927932972687,MIA
315972619.80144536,00000000-0000-0000-0000-000000051639,AGENT,602.919301440603,833.5782131876903,MIA
315972619.80144536,00000000-0000-0000-0000-000000051802,OTHERS,596.4441454335241,768.8365726110327,MIA
315972619.80144536,00000000-0000-0000-0000-000000051854,OTHERS,584.8916723077098,820.7446965975162,MIA
315972619.80144536,00000000-0000-0000-0000-000000051608,OTHERS,603.9126586078099,821.996297852913,MIA
315972619.80144536,00000000-0000-0000-0000-000000051836,OTHERS,568.9388479733158,832.0778116267851,MIA
315972619.80144536,00000000-0000-0000-0000-000000051712,OTHERS,578.0204498022997,832.6930491802478,MIA
315972619.80144536,00000000-0000-0000-0000-000000051806,OTHERS,601.1688222023986,725.7302834794486,MIA
315972619.80144536,00000000-0000-0000-0000-000000051798,OTHERS,582.3337241808357,833.0075617593553,MIA
315972619.80144536,00000000-0000-0000-0000-000000051661,OTHERS,617.8471267971897,830.3573803358397,MIA
315972619.80144536,00000000-0000-0000-0000-000000051701,OTHERS,595.4117240515731,780.9083245192775,MIA
315972619.80144536,00000000-0000-0000-0000-000000051647,OTHERS,611.0203423891103,830.1914895596345,MIA
315972619.9014138,00000000-0000-0000-0000-000000000000,AV,598.6096079251938,808.9872256262707,MIA
315972619.9014138,00000000-0000-0000-0000-000000050495,OTHERS,602.6475161061118,775.1537943014395,MIA
315972619.9014138,00000000-0000-0000-0000-000000050943,OTHERS,598.5808705257948,831.5496560102486,MIA
315972619.9014138,00000000-0000-0000-0000-000000051405,OTHERS,606.3502818823308,755.3030438328192,MIA
315972619.9014138,00000000-0000-0000-0000-000000051366,OTHERS,595.2821318898167,855.0806730835869,MIA
315972619.9014138,00000000-0000-0000-0000-000000051571,OTHERS,604.7447344768638,800.3597945538659,MIA
315972619.9014138,00000000-0000-0000-0000-000000051629,OTHERS,594.3059432330856,806.2882555633815,MIA
315972619.9014138,00000000-0000-0000-0000-000000051720,OTHERS,607.8248733952191,827.9316799890504,MIA
315972619.9014138,00000000-0000-0000-0000-000000051771,OTHERS,595.091741466044,793.4310412157173,MIA
315972619.9014138,00000000-0000-0000-0000-000000051632,OTHERS,594.8681092015047,800.4764182582782,MIA
315972619.9014138,00000000-0000-0000-0000-000000051639,AGENT,602.8749145589777,832.7997876384386,MIA
315972619.9014138,00000000-0000-0000-0000-000000051802,OTHERS,596.43942027857,768.8928169688928,MIA
315972619.9014138,00000000-0000-0000-0000-000000051854,OTHERS,585.2258160635652,820.8755612210823,MIA
315972619.9014138,00000000-0000-0000-0000-000000051806,OTHERS,601.1688222023986,725.7302834794486,MIA
315972619.9014138,00000000-0000-0000-0000-000000051608,OTHERS,603.9411835709589,821.0876173070535,MIA
315972619.9014138,00000000-0000-0000-0000-000000051836,OTHERS,568.9388479733158,832.0778116267851,MIA
315972619.9014138,00000000-0000-0000-0000-000000051712,OTHERS,577.9003445369631,832.6791711569562,MIA
315972619.9014138,00000000-0000-0000-0000-000000051812,OTHERS,595.4732599935824,774.2942866974286,MIA
315972619.9014138,00000000-0000-0000-0000-000000051701,OTHERS,595.3822220462888,781.1062859492862,MIA
315972619.9014138,00000000-0000-0000-0000-000000051647,OTHERS,611.3643680781413,830.2517056154322,MIA
315972619.9014138,00000000-0000-0000-0000-000000051798,OTHERS,582.4424951351273,832.8418522670296,MIA
315972619.9014138,00000000-0000-0000-0000-000000051661,OTHERS,618.3095536826813,830.3015527264673,MIA
315972620.00342566,00000000-0000-0000-0000-000000000000,AV,598.5870359097232,807.9648819629097,MIA
315972620.00342566,00000000-0000-0000-0000-000000050495,OTHERS,602.7247198512645,774.0138407277877,MIA
