TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315971358.1645336,00000000-0000-0000-0000-000000000000,AV,1830.1500046704944,433.31732058457777,PIT
315971358.1645336,00000000-0000-0000-0000-000000042390,OTHERS,1897.2422286257456,493.09245061968835,PIT
315971358.1645336,00000000-0000-0000-0000-000000043093,OTHERS,1809.351505510457,416.4465277378567,PIT
315971358.1645336,00000000-0000-0000-0000-000000042732,AGENT,1812.856823146125,419.32598300107065,PIT
315971358.268357,00000000-0000-0000-0000-000000000000,AV,1831.0163072887008,434.046086577928,PIT
315971358.268357,00000000-0000-0000-0000-000000042390,OTHERS,1901.1115859371155,496.23180936987603,PIT
315971358.268357,00000000-0000-0000-0000-000000043093,OTHERS,1810.4616970765032,417.11388768101165,PIT
315971358.268357,00000000-0000-0000-0000-000000042732,AGENT,1813.815330460514,420.135022263659,PIT
315971358.367196,00000000-0000-0000-0000-000000000000,AV,1831.846699128364,434.7431871279167,PIT
315971358.367196,00000000-0000-0000-0000-000000042390,OTHERS,1901.1115859371155,496.23180936987603,PIT
315971358.367196,00000000-0000-0000-0000-000000043093,OTHERS,1811.3624854970694,418.0376942070411,PIT
315971358.367196,00000000-0000-0000-0000-000000042732,AGENT,1814.7574262004352,421.01405066389486,PIT
315971358.4659223,00000000-0000-0000-0000-000000000000,AV,1832.677627270237,435.44217660814894,PIT
315971358.4659223,00000000-0000-0000-0000-000000042390,OTHERS,1901.1115859371155,496.23180936987603,PIT
315971358.4659223,00000000-0000-0000-0000-000000043093,OTHERS,1812.321450549241,418.83525009213133,PIT
315971358.4659223,00000000-0000-0000-0000-000000042732,AGENT,1815.75462000242,421.8503615539109,PIT
315971358.5640482,00000000-0000-0000-0000-000000000000,AV,1833.5040328695527,436.1375004762362,PIT
315971358.5640482,00000000-0000-0000-0000-000000042390,OTHERS,1901.1115859371155,496.23180936987603,PIT
315971358.5640482,00000000-0000-0000-0000-000000043093,OTHERS,1813.3016628421008,419.6858458508066,PIT
315971358.5640482,00000000-0000-0000-0000-000000042732,AGENT,1816.7272271482336,422.61918937996285,PIT
315971358.6670042,00000000-0000-0000-0000-000000000000,AV,1834.3258836667587,436.8305081257612,PIT
315971358.6670042,00000000-0000-0000-0000-000000042732,AGENT,1817.6912995530288,423.4379431385004,PIT
315971358.6670042,00000000-0000-0000-0000-000000043093,OTHERS,1814.5214299398776,420.28025790900426,PIT
315971358.7640436,00000000-0000-0000-0000-000000000000,AV,1835.1490263632265,437.52569153057607,PIT
315971358.7640436,00000000-0000-0000-0000-000000042732,AGENT,1818.7183442079145,424.39172911500685,PIT
315971358.7640436,00000000-0000-0000-0000-000000043093,OTHERS,1815.2734590052044,421.4174839600072,PIT
315971358.86732465,00000000-0000-0000-0000-000000000000,AV,1836.0491052195543,438.2879959646286,PIT
315971358.86732465,00000000-0000-0000-0000-000000042732,AGENT,1819.6645684240946,425.13836090038666,PIT
315971358.86732465,00000000-0000-0000-0000-000000043093,OTHERS,1816.4359892201999,422.32428669976235,PIT
