TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315970215.2820505,00000000-0000-0000-0000-000000000000,AV,691.7029267145708,722.9965555452634,MIA
315970215.2820505,00000000-0000-0000-0000-000000007735,OTHERS,672.0802401495339,727.4523850276289,MIA
315970215.2820505,00000000-0000-0000-0000-000000008206,AGENT,726.9455263225618,736.0109326913613,MIA
315970215.2820505,00000000-0000-0000-0000-000000008115,OTHERS,727.1564384921933,669.2543990010646,MIA
315970215.2820505,00000000-0000-0000-0000-000000008203,OTHERS,730.9802072843535,736.5515725172905,MIA
315970215.2820505,00000000-0000-0000-0000-000000008242,OTHERS,733.4952090618087,717.0346120115233,MIA
315970215.2820505,00000000-0000-0000-0000-000000008245,OTHERS,711.6264630138138,709.8243746459758,MIA
315970215.2820505,00000000-0000-0000-0000-000000007615,OTHERS,640.4781136030958,726.5730549332823,MIA
315970215.2820505,00000000-0000-0000-0000-000000008232,OTHERS,730.2597947790167,648.1068193448766,MIA
315970215.2820505,00000000-0000-0000-0000-000000008178,OTHERS,730.3622735994542,765.7450268698423,MIA
315970215.2820505,00000000-0000-0000-0000-000000007603,OTHERS,652.8363160177657,719.2330836773157,MIA
315970215.2820505,00000000-0000-0000-0000-000000008114,OTHERS,724.9919720069612,805.4738837039218,MIA
315970215.2820505,00000000-0000-0000-0000-000000008225,OTHERS,721.5327063997671,798.2190368193652,MIA
315970215.2820505,00000000-0000-0000-0000-000000008207,OTHERS,708.7830102993225,711.4622876125962,MIA
315970215.2820505,00000000-0000-0000-0000-000000008184,OTHERS,694.7389956351186,755.6963545193615,MIA
315970215.2820505,00000000-0000-0000-0000-000000008244,OTHERS,732.9905089305679,719.6178438222258,MIA
315970215.2820505,00000000-0000-0000-0000-000000008243,OTHERS,724.7095018197078,656.9915728897506,MIA
315970215.2820505,00000000-0000-0000-0000-000000008215,OTHERS,730.9403706686479,658.2582107117283,MIA
315970215.2820505,00000000-0000-0000-0000-000000008183,OTHERS,694.5225768115971,758.9897977489236,MIA
315970215.2820505,00000000-0000-0000-0000-000000008167,OTHERS,721.1490828733771,688.8830145375142,MIA
315970215.37823063,00000000-0000-0000-0000-000000000000,AV,691.7028400054129,722.9966015997197,MIA
315970215.37823063,00000000-0000-0000-0000-000000007735,OTHERS,672.0802401495339,727.4523850276289,MIA
315970215.37823063,00000000-0000-0000-0000-000000008206,AGENT,726.9455263225618,736.0109326913613,MIA
315970215.37823063,00000000-0000-0000-0000-000000008115,OTHERS,727.1564384921933,669.2543990010646,MIA
315970215.37823063,00000000-0000-0000-0000-000000008203,OTHERS,730.9802072843535,736.5515725172905,MIA
315970215.37823063,00000000-0000-0000-0000-000000008242,OTHERS,733.4952090618087,717.0346120115233,MIA
315970215.37823063,00000000-0000-0000-0000-000000008245,OTHERS,711.6264630138138,709.8243746459758,MIA
