	TIMESTAMP	TRACK_ID	OBJECT_TYPE	X	Y	CITY_NAME
0	1572643824.7017837	1	CAR	709.6893920898438	-1374.1187744140625	None
1	1572643824.7017837	2	CAR	699.0991821289062	-1374.796875	None
2	1572643824.7017837	3	CAR	682.9605712890625	-1364.0982666015625	None
3	1572643824.7017837	4	CAR	671.9143676757812	-1337.22802734375	None
4	1572643824.7017837	5	UNKNOWN	675.3759765625	-1359.5533447265625	None
5	1572643824.7017837	6	CAR	635.9671630859375	-1345.1904296875	None
6	1572643824.7017837	7	CAR	634.7158813476562	-1361.2138671875	None
7	1572643824.7017837	8	CAR	711.7611083984375	-1417.9150390625	None
8	1572643824.7017837	9	CAR	640.5498657226562	-1385.615966796875	None
9	1572643824.7017837	10	UNKNOWN	710.1119384765625	-1370.858154296875	None
10	1572643824.7017837	11	UNKNOWN	702.8741455078125	-1366.11865234375	None
11	1572643824.7017837	12	UNKNOWN	695.3069458007812	-1361.3128662109375	None
12	1572643824.7017837	13	UNKNOWN	682.2442626953125	-1335.143798828125	None
13	1572643824.7017837	14	UNKNOWN	687.4281005859375	-1356.6441650390625	None
14	1572643824.7017837	15	UNKNOWN	679.876220703125	-1346.533935546875	None
15	1572643824.7017837	16	UNKNOWN	704.3955078125	-1397.900146484375	None
16	1572643824.7017837	17	UNKNOWN	704.6441040039062	-1397.0809326171875	None
17	1572643824.7017837	18	UNKNOWN	706.936279296875	-1399.1986083984375	None
18	1572643824.8015974	1	CAR	708.8024291992188	-1373.33642578125	None
19	1572643824.8015974	2	CAR	698.8381958007812	-1374.688720703125	None
20	1572643824.8015974	3	CAR	683.3665161132812	-1364.350830078125	None
21	1572643824.8015974	4	CAR	672.2616577148438	-1336.994140625	None
22	1572643824.8015974	5	UNKNOWN	676.4286499023438	-1361.056640625	None
23	1572643824.8015974	6	CAR	636.2284545898438	-1345.57080078125	None
24	1572643824.8015974	7	CAR	634.1666870117188	-1362.248046875	None
25	1572643824.8015974	8	CAR	711.7618408203125	-1417.9146728515625	None
26	1572643824.8015974	9	CAR	641.6553955078125	-1383.9566650390625	None
27	1572643824.8015974	10	UNKNOWN	710.112060546875	-1370.8577880859375	None
28	1572643824.8015974	11	UNKNOWN	702.940673828125	-1366.141357421875	None
29	1572643824.8015974	12	UNKNOWN	695.31103515625	-1361.3121337890625	None
30	1572643824.8015974	13	UNKNOWN	682.243896484375	-1335.143798828125	None
31	1572643824.8015974	14	UNKNOWN	687.4564208984375	-1356.65185546875	None
32	1572643824.8015974	15	UNKNOWN	679.8887329101562	-1346.5245361328125	None
33	1572643824.8015974	16	UNKNOWN	704.3959350585938	-1397.89990234375	None
34	1572643824.8015974	17	UNKNOWN	704.6433715820312	-1397.087890625	None
35	1572643824.8015974	18	UNKNOWN	706.9288330078125	-1399.1962890625	None
36	1572643824.8015974	19	UNKNOWN	680.90673828125	-1337.1827392578125	None
37	1572643824.8015974	20	UNKNOWN	681.3141479492188	-1345.7984619140625	None
38	1572643824.8015974	21	UNKNOWN	663.5244750976562	-1337.4593505859375	None
39	1572643824.9013789	1	CAR	707.0413818359375	-1372.2017822265625	None
40	1572643824.9013789	2	CAR	698.8658447265625	-1374.630859375	None
41	1572643824.9013789	3	CAR	683.3640747070312	-1364.3399658203125	None
42	1572643824.9013789	4	CAR	673.5885009765625	-1335.0357666015625	None
43	1572643824.9013789	5	UNKNOWN	675.666015625	-1360.5250244140625	None
44	1572643824.9013789	6	CAR	636.3969116210938	-1345.7032470703125	None
45	1572643824.9013789	7	CAR	633.8865966796875	-1363.179443359375	None
46	1572643824.9013789	8	CAR	711.7612915039062	-1417.9149169921875	None
47	1572643824.9013789	9	CAR	642.4799194335938	-1382.79833984375	None
48	1572643824.9013789	10	UNKNOWN	710.0170288085938	-1370.8477783203125	None
49	1572643824.9013789	11	UNKNOWN	702.891357421875	-1366.0953369140625	None
50	1572643824.9013789	12	UNKNOWN	695.3087158203125	-1361.3118896484375	None
51	1572643824.9013789	13	UNKNOWN	682.2442626953125	-1335.1505126953125	None
52	1572643824.9013789	14	UNKNOWN	687.3779296875	-1356.6475830078125	None
53	1572643824.9013789	15	UNKNOWN	679.8938598632812	-1346.5240478515625	None
54	1572643824.9013789	16	UNKNOWN	704.3668212890625	-1397.951904296875	None
55	1572643824.9013789	17	UNKNOWN	704.6453247070312	-1397.0286865234375	None
56	1572643824.9013789	18	UNKNOWN	706.9345092773438	-1399.1934814453125	None
57	1572643824.9013789	19	UNKNOWN	680.9071044921875	-1337.1826171875	None
58	1572643824.9013789	20	UNKNOWN	681.314453125	-1345.7984619140625	None
59	1572643824.9013789	21	UNKNOWN	663.5248413085938	-1337.4591064453125	None
60	1572643824.9013789	22	CAR	616.8826293945312	-1394.5482177734375	None
61	1572643825.00114	1	CAR	706.011474609375	-1371.65576171875	None
62	1572643825.00114	2	CAR	698.8706665039062	-1374.6204833984375	None
63	1572643825.00114	3	CAR	683.4996948242188	-1364.4173583984375	None
64	1572643825.00114	4	CAR	674.3780517578125	-1333.7451171875	None
65	1572643825.00114	5	UNKNOWN	675.171630859375	-1360.1807861328125	None
66	1572643825.00114	6	CAR	636.5438842773438	-1345.900634765625	None
67	1572643825.00114	7	CAR	633.4507446289062	-1363.995849609375	None
68	1572643825.00114	8	CAR	711.7617797851562	-1417.914794921875	None
69	1572643825.00114	9	CAR	643.3194580078125	-1381.9703369140625	None
70	1572643825.00114	10	UNKNOWN	710.107177734375	-1370.82861328125	None
71	1572643825.00114	11	UNKNOWN	702.89453125	-1366.0853271484375	None
72	1572643825.00114	12	UNKNOWN	695.3099365234375	-1361.3140869140625	None
73	1572643825.00114	13	UNKNOWN	682.2371826171875	-1335.1365966796875	None
74	1572643825.00114	14	UNKNOWN	687.3912353515625	-1356.683349609375	None
75	1572643825.00114	15	UNKNOWN	679.8887329101562	-1346.5186767578125	None
76	1572643825.00114	16	UNKNOWN	704.3887939453125	-1397.921142578125	None
77	1572643825.00114	17	UNKNOWN	704.6461791992188	-1397.0068359375	None
78	1572643825.00114	18	UNKNOWN	706.9390258789062	-1399.1976318359375	None
79	1572643825.00114	19	UNKNOWN	680.8909912109375	-1337.168212890625	None
80	1572643825.00114	20	UNKNOWN	681.314208984375	-1345.798583984375	None
81	1572643825.00114	21	UNKNOWN	663.5245361328125	-1337.45947265625	None
82	1572643825.00114	22	CAR	616.8828735351562	-1394.5489501953125	None
83	1572643825.00114	23	CAR	663.15380859375	-1333.6300048828125	None
84	1572643825.1009111	1	CAR	705.0670776367188	-1371.029296875	None
85	1572643825.1009111	2	CAR	698.8612060546875	-1374.638671875	None
86	1572643825.1009111	3	CAR	683.4564819335938	-1364.375	None
87	1572643825.1009111	4	CAR	675.1196899414062	-1332.591064453125	None
88	1572643825.1009111	5	UNKNOWN	674.67724609375	-1359.8363037109375	None
89	1572643825.1009111	6	CAR	636.4812622070312	-1345.732177734375	None
90	1572643825.1009111	7	CAR	632.8213500976562	-1364.7930908203125	None
91	1572643825.1009111	8	CAR	711.76220703125	-1417.91455078125	None
92	1572643825.1009111	9	CAR	644.02587890625	-1381.021484375	None
93	1572643825.1009111	10	UNKNOWN	710.1146240234375	-1370.8389892578125	None
94	1572643825.1009111	11	UNKNOWN	702.8931274414062	-1366.1107177734375	None
95	1572643825.1009111	12	UNKNOWN	695.310302734375	-1361.3123779296875	None
96	1572643825.1009111	13	UNKNOWN	682.2647094726562	-1335.146240234375	None
97	1572643825.1009111	14	UNKNOWN	687.44091796875	-1356.673583984375	None
98	1572643825.1009111	15	UNKNOWN	679.8804931640625	-1346.5218505859375	None
99	1572643825.1009111	16	UNKNOWN	704.39892578125	-1397.9041748046875	None
100	1572643825.1009111	17	UNKNOWN	704.6455688476562	-1397.02294921875	None
101	1572643825.1009111	18	UNKNOWN	706.9356079101562	-1399.1971435546875	None
102	1572643825.1009111	19	UNKNOWN	680.8977661132812	-1337.1746826171875	None
103	1572643825.1009111	22	CAR	616.883056640625	-1394.5494384765625	None
104	1572643825.1009111	23	CAR	663.2540283203125	-1333.8167724609375	None
105	1572643825.1009111	24	UNKNOWN	720.3135986328125	-1377.6795654296875	None
106	1572643825.1009111	25	UNKNOWN	678.9151611328125	-1337.634033203125	None
107	1572643825.1009111	26	UNKNOWN	663.5455932617188	-1337.483642578125	None
108	1572643825.2007215	1	CAR	704.129638671875	-1370.4241943359375	None
109	1572643825.2007215	2	CAR	698.8619995117188	-1374.6358642578125	None
110	1572643825.2007215	3	CAR	683.4110717773438	-1364.334716796875	None
111	1572643825.2007215	4	CAR	675.9132080078125	-1331.410400390625	None
112	1572643825.2007215	5	UNKNOWN	674.9855346679688	-1359.980224609375	None
113	1572643825.2007215	6	CAR	636.5255737304688	-1345.64990234375	None
114	1572643825.2007215	7	CAR	632.2837524414062	-1365.5804443359375	None
115	1572643825.2007215	8	CAR	711.8250732421875	-1418.048583984375	None
116	1572643825.2007215	9	CAR	644.9950561523438	-1379.411376953125	None
117	1572643825.2007215	10	UNKNOWN	710.1146240234375	-1370.83935546875	None
118	1572643825.2007215	11	UNKNOWN	702.9109497070312	-1366.1141357421875	None
119	1572643825.2007215	12	UNKNOWN	695.3097534179688	-1361.3116455078125	None
120	1572643825.2007215	13	UNKNOWN	682.288330078125	-1335.1346435546875	None
121	1572643825.2007215	14	UNKNOWN	687.4295043945312	-1356.6541748046875	None
122	1572643825.2007215	15	UNKNOWN	679.8905639648438	-1346.5189208984375	None
123	1572643825.2007215	16	UNKNOWN	704.397705078125	-1397.90185546875	None
124	1572643825.2007215	17	UNKNOWN	704.6484375	-1397.0206298828125	None
125	1572643825.2007215	18	UNKNOWN	706.93603515625	-1399.1971435546875	None
126	1572643825.2007215	19	UNKNOWN	680.8985595703125	-1337.1744384765625	None
127	1572643825.2007215	22	CAR	616.8825073242188	-1394.5477294921875	None
128	1572643825.2007215	23	CAR	663.2222290039062	-1333.779052734375	None
129	1572643825.2007215	24	UNKNOWN	720.3134155273438	-1377.6802978515625	None
