	TIMESTAMP	TRACK_ID	OBJECT_TYPE	X	Y	CITY_NAME
0	1572643749.7018685	1	CAR	930.103515625	-1521.2237548828125	None
1	1572643749.7018685	2	CAR	871.5772705078125	-1491.1573486328125	None
2	1572643749.7018685	3	CYCLIST	945.623779296875	-1524.0052490234375	None
3	1572643749.7018685	4	UNKNOWN	944.9959106445312	-1525.6827392578125	None
4	1572643749.7018685	5	UNKNOWN	920.9542236328125	-1510.907470703125	None
5	1572643749.7018685	6	UNKNOWN	913.1029663085938	-1505.704833984375	None
6	1572643749.7018685	7	UNKNOWN	905.4613647460938	-1500.8641357421875	None
7	1572643749.7018685	8	UNKNOWN	897.2741088867188	-1495.76025390625	None
8	1572643749.7018685	9	UNKNOWN	879.7783813476562	-1501.3565673828125	None
9	1572643749.7018685	10	UNKNOWN	879.1084594726562	-1500.4267578125	None
10	1572643749.7018685	11	UNKNOWN	883.19677734375	-1502.8843994140625	None
11	1572643749.7018685	12	UNKNOWN	886.8587036132812	-1505.289794921875	None
12	1572643749.7018685	13	UNKNOWN	887.487060546875	-1506.81396484375	None
13	1572643749.7018685	14	UNKNOWN	890.1771240234375	-1507.3011474609375	None
14	1572643749.7018685	15	UNKNOWN	887.8438110351562	-1507.6336669921875	None
15	1572643749.7018685	16	UNKNOWN	864.4537963867188	-1511.309814453125	None
16	1572643749.7018685	17	UNKNOWN	892.1266479492188	-1508.64453125	None
17	1572643749.7018685	18	UNKNOWN	867.0579833984375	-1513.0224609375	None
18	1572643749.7018685	19	UNKNOWN	891.52490234375	-1509.545166015625	None
19	1572643749.7018685	20	UNKNOWN	893.7906494140625	-1510.23193359375	None
20	1572643749.7018685	21	UNKNOWN	895.2749633789062	-1511.07080078125	None
21	1572643749.7018685	22	UNKNOWN	897.000732421875	-1513.324462890625	None
22	1572643749.7018685	23	UNKNOWN	898.0747680664062	-1512.5439453125	None
23	1572643749.7018685	24	UNKNOWN	899.4631958007812	-1514.804931640625	None
24	1572643749.7018685	25	UNKNOWN	900.3365478515625	-1514.5570068359375	None
25	1572643749.7018685	26	UNKNOWN	902.4927368164062	-1516.0762939453125	None
26	1572643749.7018685	27	UNKNOWN	903.850341796875	-1516.2559814453125	None
27	1572643749.7018685	28	UNKNOWN	904.4562377929688	-1518.039306640625	None
28	1572643749.7018685	29	UNKNOWN	906.354248046875	-1517.922119140625	None
29	1572643749.7018685	30	UNKNOWN	907.9639892578125	-1520.0855712890625	None
30	1572643749.7018685	31	UNKNOWN	908.455810546875	-1519.08154296875	None
31	1572643749.7018685	32	UNKNOWN	910.7350463867188	-1521.1209716796875	None
32	1572643749.7018685	33	UNKNOWN	913.0547485351562	-1523.5084228515625	None
33	1572643749.7018685	34	UNKNOWN	913.5206298828125	-1522.2879638671875	None
34	1572643749.7018685	35	UNKNOWN	914.579345703125	-1522.6317138671875	None
35	1572643749.7018685	36	UNKNOWN	916.0421142578125	-1525.4794921875	None
36	1572643749.7018685	37	UNKNOWN	916.6492309570312	-1524.32080078125	None
37	1572643749.7018685	38	UNKNOWN	935.1617431640625	-1536.8468017578125	None
38	1572643749.7018685	39	UNKNOWN	937.921142578125	-1537.3896484375	None
39	1572643749.8017066	1	CAR	928.5293579101562	-1520.32763671875	None
40	1572643749.8017066	2	CAR	873.2894287109375	-1492.303955078125	None
41	1572643749.8017066	3	CYCLIST	946.6625366210938	-1524.5311279296875	None
42	1572643749.8017066	4	UNKNOWN	944.99462890625	-1525.68115234375	None
43	1572643749.8017066	5	UNKNOWN	920.952880859375	-1510.906005859375	None
44	1572643749.8017066	6	UNKNOWN	913.1015625	-1505.703369140625	None
45	1572643749.8017066	7	UNKNOWN	905.4599609375	-1500.86279296875	None
46	1572643749.8017066	8	UNKNOWN	897.272705078125	-1495.7589111328125	None
47	1572643749.8017066	9	UNKNOWN	879.7769775390625	-1501.355224609375	None
48	1572643749.8017066	10	UNKNOWN	879.1070556640625	-1500.4254150390625	None
49	1572643749.8017066	11	UNKNOWN	883.1953735351562	-1502.8831787109375	None
50	1572643749.8017066	12	UNKNOWN	886.8301391601562	-1505.3018798828125	None
51	1572643749.8017066	13	UNKNOWN	887.4856567382812	-1506.8126220703125	None
52	1572643749.8017066	14	UNKNOWN	890.1757202148438	-1507.2998046875	None
53	1572643749.8017066	15	UNKNOWN	887.8424682617188	-1507.63232421875	None
54	1572643749.8017066	16	UNKNOWN	864.5784912109375	-1511.3682861328125	None
55	1572643749.8017066	17	UNKNOWN	892.125244140625	-1508.6431884765625	None
56	1572643749.8017066	18	UNKNOWN	867.056640625	-1513.0211181640625	None
57	1572643749.8017066	19	UNKNOWN	891.5235595703125	-1509.543701171875	None
58	1572643749.8017066	20	UNKNOWN	893.789306640625	-1510.2305908203125	None
59	1572643749.8017066	21	UNKNOWN	895.2735595703125	-1511.0694580078125	None
60	1572643749.8017066	22	UNKNOWN	896.9993896484375	-1513.3231201171875	None
61	1572643749.8017066	23	UNKNOWN	898.0734252929688	-1512.54248046875	None
62	1572643749.8017066	24	UNKNOWN	899.4618530273438	-1514.803466796875	None
63	1572643749.8017066	25	UNKNOWN	900.335205078125	-1514.5556640625	None
64	1572643749.8017066	26	UNKNOWN	902.4913330078125	-1516.074951171875	None
65	1572643749.8017066	27	UNKNOWN	903.8489990234375	-1516.2545166015625	None
66	1572643749.8017066	28	UNKNOWN	904.4548950195312	-1518.0379638671875	None
67	1572643749.8017066	29	UNKNOWN	906.3529052734375	-1517.920654296875	None
68	1572643749.8017066	30	UNKNOWN	907.962646484375	-1520.0841064453125	None
